site_number	state	sequence_number	service_schedule
25735.*A	VA	3	ALL/SAT-SUN/0900-1700
25735.01*H	VA	1	UNATTENDED
25736.*H	VA	1	UNATTENDED
25738.*A	VA	1	UNATTENDED
25738.01*A	VA	1	UNATTENDED
25739.*A	VA	1	ALL/ALL/DAWN-DUSK
25739.01*A	VA	1	UNATTENDED
25739.05*A	VA	1	UNATTENDED
25740.3*H	VA	1	UNATTENDED
25744.*A	VA	1	ALL/ALL/0900-1700
25744.01*H	VA	1	UNATTENDED
25750.02*H	VA	1	ALL/ALL/ALL
25750.03*H	VA	1	ALL/ALL/ALL
25750.04*H	VA	1	ALL/ALL/ALL
25750.05*H	VA	1	UNATTENDED
25755.*A	VA	1	UNATTENDED
25755.1*A	VA	1	ALL/ALL/0730-1700
25755.12*A	VA	1	UNATTENDED
25755.2*A	VA	1	UNATTENDED
25755.3*H	VA	1	UNATTENDED
25760.*A	VA	1	UNATTENDED
25762.*A	VA	1	ALL/ALL/DAWN-DUSK
25762.1*A	VA	1	UNATTENDED
25763.*H	VA	1	UNATTENDED
25765.*A	VA	1	UNATTENDED
25765.1*A	VA	1	UNATTENDED
25767.*A	VA	1	UNATTENDED
25770.*A	VA	1	ALL/M-F/1300-2100Z++
25770.01*H	VA	1	UNATTENDED
25775.01*A	VA	1	ALL/ALL/ALL
25775.02*H	VA	1	ALL/ALL/ALL
25775.3*A	VA	1	ALL/MON-FRI/1145-0400Z++
25775.3*A	VA	2	EXP FEDERAL HOL
25776.13*H	VA	1	ALL/MON-FRI/DALGT
25776.5*H	VA	1	UNATTENDED
25779.*A	VA	1	ALL/ALL/0800-1700
25779.01*H	VA	1	ON CALL
25779.02*H	VA	1	UNATTENDED
25783.1*A	VA	1	ALL/ALL/0800-DUSK
25783.11*A	VA	1	UNATTENDED
25783.12*A	VA	1	ALL/ALL/0700-1900
25783.13*H	VA	1	ALL/ALL/ALL
25783.2*A	VA	1	UNATTENDED
25791.*A	VA	1	MAY-SEP/ALL/0800-1700
25791.*A	VA	2	OCT-APR/ALL/0900-1600
25793.*A	VA	1	UNATTENDED
25794.1*A	VA	1	ALL/M-F/0800-1700
25800.01*H	VA	1	ALL/ALL/ALL
25800.1*A	VA	1	UNATTENDED
25800.11*A	VA	1	UNATTENDED
25801.*A	VA	1	UNATTENDED
25805.*A	VA	1	ALL/ALL/INTMT
25806.*A	VA	1	UNATTENDED
25806.1*A	VA	1	UNATTENDED
25808.3*C	VA	1	IRREGULAR
25810.*A	VA	1	UNATTENDED
25812.511*H	VA	1	UNATTENDED
25814.*A	VA	1	UNATTENDED
25815.*A	VA	1	ALL/MON-FRI/1100-0300Z++
25815.*A	VA	2	ALL/SAT-SUN/1300-2100Z++
25815.01*H	VA	1	ALL/ALL/ALL
25815.02*H	VA	1	UNATTENDED
25816.52*A	VA	1	IRREGULAR
25822.*H	VA	1	UNATTENDED
25823.*A	VA	1	UNATTENDED
25823.01*A	VA	1	UNATTENDED
25823.011*H	VA	1	UNATTENDED
25823.02*H	VA	1	UNATTENDED
25823.333*H	VA	1	ALL/ALL/ALL
25824.91*A	VA	1	UNATTENDED
25825.*A	VA	1	UNATTENDED
25826.*A	VA	1	ALL/ALL/DAWN-DUSK
25826.1*A	VA	1	UNATTENDED
25827.11*H	VA	1	UNATTENDED
25827.12*H	VA	1	UNATTENDED
25827.13*A	VA	1	UNATTENDED
25830.*A	VA	1	ALL/ALL/0900-1700
25830.1*H	VA	1	UNATTENDED
25832.5*H	VA	1	UNATTENDED
25833.7*A	VA	1	UNATTENDED
25835.3*A	VA	1	UNATTENDED
25836.4*A	VA	1	ON CALL
25838.5*A	VA	1	UNATTENDED
25840.01*A	VA	1	UNATTENDED
25841.01*H	VA	1	ALL/ALL/ALL
25841.02*A	VA	1	UNATTENDED
25841.3*A	VA	1	UNATTENDED
25844.4*H	VA	1	UNATTENDED
25845.*A	VA	1	ALL/FRI-SUN/0800-1600
25846.71*H	VA	1	ALL/ALL/ALL
25847.01*H	VA	1	UNATTENDED
25847.02*A	VA	1	IRREGULAR
25847.1*A	VA	1	ALL/ALL/0500-2000
25847.2*H	VA	1	UNATTENDED
25851.02*H	VA	1	UNATTENDED
25856.42*A	VA	3	ALL/MON-SAT/0830-1700
25856.42*A	VA	4	ALL/SUN&HOL/1000-1700
25857.4*A	VA	2	IRREGULAR
25857.41*A	VA	1	UNATTENDED
25857.8*A	VA	1	UNATTENDED
25857.81*H	VA	1	UNATTENDED
25857.82*A	VA	1	ALL/SAT-SUN/1300-DARK
25857.83*A	VA	1	UNATTENDED
25857.84*A	VA	1	UNATTENDED
25858.*H	VA	1	UNATTENDED
25859.2*A	VA	1	ALL/ALL/0800-1800
25859.21*H	VA	1	ALL/ALL/ALL
25862.*A	VA	1	APR-OCT/ALL/0700-1900
25862.*A	VA	2	NOV-MAR/ALL/0700-1800
25862.02*H	VA	1	ALL/ALL/ALL
25863.*A	VA	1	ALL/ALL/0500-2359
25864.6*A	VA	1	UNATTENDED
25865.*A	VA	1	UNATTENDED
25867.*A	VA	1	ALL/ALL/IRREG
25867.12*H	VA	1	UNATTENDED
25867.13*H	VA	1	UNATTENDED
25867.14*H	VA	1	UNATTENDED
25867.15*H	VA	1	UNATTENDED
25867.2*A	VA	1	UNATTENDED
25867.21*A	VA	1	UNATTENDED
25869.*H	VA	1	UNATTENDED
25871.*A	VA	1	UNATTENDED
25871.01*A	VA	1	ALL/ALL/SR-SS
25871.02*U	VA	1	ALL/ALL/DALGT
25873.1*A	VA	7	NOV-MAY/MON-SAT/0800-1700
25873.1*A	VA	8	NOV-MAY/SUN/1300-1800
25873.1*A	VA	9	APR-OCT/MON-SAT/0800-1800
25873.1*A	VA	10	APR-OCT/SUN/1300-1800
25875.*H	VA	1	UNATTENDED
25876.*A	VA	1	UNATTENDED
25876.01*A	VA	1	UNATTENDED
25876.02*H	VA	1	ALL/ALL/ALL
25876.1*A	VA	1	ALL/ALL/0800-1700
25876.12*A	VA	1	UNATTENDED
25878.*A	VA	1	UNATTENDED
25878.06*A	VA	1	UNATTENDED
25878.5*A	VA	1	UNATTENDED
25878.8*A	VA	1	UNATTENDED
25878.95*A	VA	1	UNATTENDED
25882.*A	VA	3	ALL/ALL/0830-1730
25883.1*A	VA	1	UNATTENDED
25883.33*A	VA	1	UNATTENDED
25884.19*A	VA	1	IRREGULAR
25884.2*H	VA	1	UNATTENDED
25884.4*A	VA	1	ALL/ALL/ALL
25884.41*A	VA	1	ALL/ALL/ALL
25884.42*A	VA	1	UNATTENDED
25885.4*A	VA	1	ALL/ALL/DAWN-DUSK
25887.9*A	VA	1	ALL/ALL/DAWN-DUSK
25888.18*A	VA	1	UNATTENDED
25888.65*H	VA	1	UNATTENDED
25889.*A	VA	1	UNATTENDED
25890.*A	VA	1	UNATTENDED
25893.*A	VA	1	UNATTENDED
25893.1*A	VA	1	ALL/M-F/0800 - 1630
25897.*A	VA	1	ALL/ALL/ALL
25897.01*H	VA	1	ALL/ALL/ALL
25897.02*H	VA	1	ALL/ALL/ALL
25897.03*H	VA	1	UNATTENDED
25897.04*H	VA	1	UNATTENDED
25903.*A	VA	1	ALL/ALL/ALL
25904.11*H	VA	1	ALL/ALL/ALL
25904.12*H	VA	1	IRREGULAR
25905.*A	VA	1	ALL/ALL/ALL
25905.1*A	VA	1	ALL/ALL/0630 - 2130
25906.01*H	VA	1	UNATTENDED
25906.2*A	VA	1	ALL/ALL/0800-2000
25915.*A	VA	1	UNATTENDED
25922.*A	VA	1	ALL/ALL/ALL
25922.1*A	VA	1	IRREGULAR
25922.18*H	VA	1	UNATTENDED
25923.*A	VA	1	UNATTENDED
25926.*A	VA	1	ALL/ALL/0830-1700
25926.02*A	VA	1	UNATTENDED
25926.03*A	VA	1	ALL/ALL/DUSK-DAWN
25926.16*A	VA	1	MAR-OCT/MON-SUN/0800-2000
25926.5*A	VA	1	UNATTENDED
25927.*A	VA	1	UNATTENDED
25927.4*A	VA	1	UNATTENDED
25928.5*H	VA	1	FOR CDS
25928.52*H	VA	1	ALL/ALL/ALL
25936.*A	VA	5	OCT-MAR/MON-SUN/0700-1800
25936.*A	VA	6	ARP-SEPT/MON-SUN/0700-1900
25936.2*H	VA	1	ALL/ALL/ALL
25952.*A	VA	1	UNATTENDED
25957.05*H	VA	1	UNATTENDED
25959.*A	VA	1	ALL/MON-THU/1300-0200Z++
25959.*A	VA	2	ALL/FRI/1300-2200Z++
25959.*A	VA	3	ALL/SAT/SUN/HOLS/CLSD
25960.*A	VA	2	ALL/ALL/0900-1700
25961.3*H	VA	1	UNATTENDED
25961.31*H	VA	1	ALL/ALL/ALL
25962.7*A	VA	1	ALL/ALL/ALL
25963.*A	VA	1	UNATTENDED
25963.02*A	VA	1	UNATTENDED
25963.2*A	VA	1	UNATTENDED
25963.8*A	VA	1	UNATTENDED
25963.81*A	VA	1	UNATTENDED
25965.12*H	VA	1	UNATTENDED
25965.37*H	VA	1	ON CALL
25967.*A	VA	1	UNATTENDED
25969.01*H	VA	1	UNATTENDED
25969.12*A	VA	1	ALL/MON-SAT/0800-1700
25973.01*H	VA	1	ON CALL
25973.02*H	VA	1	UNATTENDED
25973.03*H	VA	1	ALL/MON-FRI/0800-1630
25973.04*H	VA	1	ALL/ALL/ALL
25973.3*A	VA	1	ALL/SAT-SUN/DAWN-DUSK
25973.31*A	VA	1	ALL/ALL/ALL
25973.32*A	VA	1	UNATTENDED
25973.33*H	VA	1	UNATTENDED
25973.34*H	VA	1	ALL/ALL/ALL
25973.35*A	VA	1	JAN - DEC/ALL/0700-1900
25973.36*H	VA	1	UNATTENDED
25974.*A	VA	1	ALL/ALL/0700-2200
25977.*A	VA	1	ALL/ALL/ALL
25977.1*H	VA	1	UNATTENDED
25977.2*H	VA	1	ALL/ALL/ALL
25977.22*H	VA	1	ALL/ALL/ALL
25977.3*H	VA	1	UNATTENDED
25977.5*A	VA	1	IRREGULAR
25980.*A	VA	1	ALL/ALL/0800-0600
25982.5*A	VA	1	ALL/ALL/0900-1700
25986.*A	VA	1	ALL/ALL/ALL
25986.11*H	VA	1	ALL/ALL/ALL
25986.12*H	VA	1	UNATTENDED
25988.01*A	VA	1	UNATTENDED
25988.02*A	VA	1	UNATTENDED
25988.03*A	VA	1	UNATTENDED
25988.04*H	VA	1	UNATTENDED
25988.05*A	VA	1	UNATTENDED
25988.06*A	VA	1	UNATTENDED
25988.5*H	VA	1	ON CALL
25990.1*A	VA	1	UNATTENDED
25994.*A	VA	1	UNATTENDED
25995.*A	VA	1	UNATTENDED
25995.5*H	VA	1	UNATTENDED
25995.52*A	VA	1	UNATTENDED
25995.53*H	VA	1	UNATTENDED
25996.*A	VA	2	ALL/ALL/0800-1600
25996.01*A	VA	1	UNATTENDED
25998.01*A	VA	1	UNATTENDED
26006.*A	VA	1	UNATTENDED
26006.1*H	VA	1	UNATTENDED
26009.01*H	VA	1	ALL/ALL/ALL
26011.*A	VA	1	UNATTENDED
26011.01*H	VA	1	UNATTENDED
26011.02*A	VA	1	ALL/ALL/DAWN-DUSK
26011.1*A	VA	1	IRREGULAR
26014.01*A	VA	1	ALL/ALL/0800-1700
26014.02*H	VA	1	UNATTENDED
26014.12*H	VA	1	UNATTENDED
26021.5*A	VA	1	UNATTENDED
26021.51*H	VA	1	ALL/ALL/ALL
26022.1*A	VA	1	ALL/ALL/ALL
26023.4*A	VA	1	ALL/ALL/ALL
26025.*A	VA	1	UNATTENDED
26027.*A	VA	1	UNATTENDED
26028.*A	VA	4	ALL/ALL/0800-1700
26028.02*H	VA	1	UNATTENDED
26029.7*A	VA	1	UNATTENDED
26029.71*A	VA	1	UNATTENDED
26029.72*H	VA	1	UNATTENDED
26030.1*A	VA	1	UNATTENDED
26030.5*A	VA	1	APR-OCT/SAT-SUN/0800-1630
26031.01*H	VA	1	UNATTENDED
26031.1*A	VA	1	NOV - FEB/ALL/0800-1800
26031.1*A	VA	2	MAR - OCT/ALL/0900-1900
26033.21*A	VA	1	UNATTENDED
26035.5*C	VA	1	UNATTENDED
26035.7*B	VA	1	APR-NOV/ALL/DAWN-DUSK
26036.*A	VA	1	UNATTENDED
26037.1*A	VA	1	UNATTENDED
26040.5*A	VA	1	UNATTENDED
26042.*H	VA	1	UNATTENDED
26043.*A	VA	1	UNATTENDED
26043.1*H	VA	1	UNATTENDED
26043.11*A	VA	1	ALL/ALL/ALL
26043.12*H	VA	1	ALL/ALL/ALL
26043.16*H	VA	1	UNATTENDED
26043.19*H	VA	1	UNATTENDED
26047.5*A	VA	1	IRREGULAR
26047.8*A	VA	1	ALL/ALL/ALL
26048.*A	VA	1	UNATTENDED
26048.1*A	VA	1	UNATTENDED
26049.*A	VA	1	UNATTENDED
26049.01*A	VA	1	UNATTENDED
26049.02*A	VA	1	UNATTENDED
26049.03*A	VA	1	UNATTENDED
26049.04*A	VA	1	ALL/ALL/ALL
26049.05*H	VA	1	UNATTENDED
26049.1*A	VA	1	ALL/MON-FRI/0900-1700
26049.11*A	VA	1	UNATTENDED
26049.2*A	VA	1	ALL/ALL/0800-DARK
26049.4*A	VA	1	UNATTENDED
26049.41*A	VA	1	UNATTENDED
26049.42*A	VA	1	UNATTENDED
26054.*A	VA	1	ALL/ALL/0800 - 1700
26062.*A	VA	1	MAR-NOV/ALL/DALGT
26062.*A	VA	2	DEC-FEB/ALL/IREG
26064.*A	VA	1	ALL/ALL/0800-1700
26064.2*A	VA	1	UNATTENDED
26064.51*A	VA	1	UNATTENDED
26065.*A	VA	1	UNATTENDED
26065.7*H	VA	1	UNATTENDED
26065.71*H	VA	1	UNATTENDED
26065.72*H	VA	1	UNATTENDED
26067.1*A	VA	1	ALL/MON-FRI/0800-1630
26067.2*A	VA	1	NOV-FEB/ALL/0800-1800
26067.2*A	VA	2	MAR-OCT/ALL/0800-1900
26067.33*H	VA	1	UNATTENDED
26070.*A	VA	1	ALL/ALL/0600-2200 LCL
26070.02*H	VA	1	ALL/ALL/ALL
26070.3*A	VA	1	UNATTENDED
26074.*A	VA	1	UNATTENDED
26074.02*H	VA	1	UNATTENDED
26075.3*A	VA	7	ALL/MON-SAT/0900-1800
26075.7*A	VA	1	UNATTENDED
26077.41*A	VA	1	UNATTENDED
26077.42*H	VA	1	UNATTENDED
26077.43*A	VA	1	UNATTENDED
26077.6*A	VA	1	UNATTENDED
26080.02*H	VA	1	ALL/ALL/ALL
26081.*H	VA	1	IRREGULAR
26081.01*H	VA	1	UNATTENDED
26092.*A	WA	1	UNATTENDED
26092.01*H	WA	1	UNATTENDED
26093.3*A	WA	1	UNATTENDED
26093.5*A	WA	1	UNATTENDED
26094.*A	WA	1	UNATTENDED
26097.*A	WA	1	UNATTENDED
26097.01*A	WA	1	ALL/ALL/ALL
26098.1*A	WA	3	UNATTENDED
26098.12*A	WA	1	ALL/ALL/ALL
26098.2*H	WA	1	ALL/ALL/ALL
26098.23*C	WA	1	JUN-SEP/ALL/0800-1700
26098.23*C	WA	2	OCT-MAY/UNATNDD/
26098.6*A	WA	1	UNATTENDED
26099.*A	WA	2	ALL/ALL/0800-1700
26099.11*H	WA	1	ALL/ALL/ALL
26099.12*A	WA	1	ALL/ALL/ALL
26099.13*H	WA	1	UNATTENDED
26099.13*H	WA	2	UNATTENDED
26100.*A	WA	1	UNATTENDED
26102.9*A	WA	1	UNATTENDED
26102.91*H	WA	1	UNATTENDED
26102.912*H	WA	1	UNATTENDED
26102.92*H	WA	1	UNATTENDED
26102.921*H	WA	1	UNATTENDED
26102.93*H	WA	1	ALL/ALL/DALGT
26103.11*A	WA	1	ALL/MON-FRI/0800-1700
26104.*A	WA	1	UNATTENDED
26104.05*A	WA	1	ON CALL
26104.1*A	WA	1	ALL/ALL/ALL
26104.11*A	WA	1	UNATTENDED
26104.12*A	WA	1	UNATTENDED
26104.2*A	WA	1	UNATTENDED
26106.02*H	WA	1	ALL/ALL/ALL
26106.03*H	WA	1	ALL/MON-FRI/0630-1800
26107.01*H	WA	1	ALL/ALL/ALL
26109.*A	WA	1	ALL/ALL/ALL
26109.01*H	WA	1	UNATTENDED
26109.03*H	WA	1	UNATTENDED
26110.1*A	WA	1	ALL/ALL/DALGT
26110.11*C	WA	1	ALL/ALL/DALGT
26110.2*A	WA	1	ALL/ALL/ALL
26114.01*A	WA	1	UNATTENDED
26114.02*A	WA	1	MAR-NOV/ON CALL/ON CALL
26115.5*H	WA	1	UNATTENDED
26115.51*A	WA	1	UNATTENDED
26115.52*A	WA	1	UNATTENDED
26116.01*H	WA	1	UNATTENDED
26116.02*H	WA	1	ALL/ALL/ALL
26116.4*A	WA	1	ALL/ALL/ALL
26120.*A	WA	1	ALL/ALL/0700-1730
26120.01*H	WA	1	ALL/ALL/ALL
26120.2*A	WA	1	UNATTENDED
26123.1*A	WA	1	UNATTENDED
26123.4*H	WA	1	ON CALL
26123.7*A	WA	1	UNATTENDED
26124.*A	WA	1	UNATTENDED
26124.4*A	WA	1	UNATTENDED
26124.41*A	WA	1	UNATTENDED
26124.7*A	WA	1	UNATTENDED
26125.1*A	WA	2	ALL/ALL/0700-1900
26126.*A	WA	1	UNATTENDED
26130.*A	WA	2	UNATTENDED
26130.01*H	WA	1	ON CALL
26135.*A	WA	1	UNATTENDED
26135.04*H	WA	1	ALL/MON-FRI/0800-1700
26138.*A	WA	1	UNATTENDED
26139.*A	WA	1	UNATTENDED
26140.*A	WA	1	UNATTENDED
26141.*A	WA	1	UNATTENDED
26141.01*H	WA	1	ALL/ALL/ALL
26142.*A	WA	1	UNATTENDED
26144.*A	WA	1	ALL/MON-FRI/0700-1700
26144.02*A	WA	1	ALL/ALL/DAWN-DUSK
26144.1*A	WA	1	ALL/ALL/DAWN-DUSK
26147.*A	WA	1	ALL/ALL/ALL
26147.01*C	WA	1	UNATTENDED
26147.02*A	WA	1	UNATTENDED
26149.*A	WA	1	UNATTENDED
26150.*A	WA	1	UNATTENDED
26150.01*H	WA	1	ALL/ALL/ALL
26156.01*H	WA	1	UNATTENDED
26156.022*C	WA	1	UNATTENDED
26156.023*H	WA	1	ALL/ALL/ALL
26157.*A	WA	1	UNATTENDED
26159.*A	WA	1	UNATTENDED
26159.1*A	WA	1	ALL/ALL/DALGT
26161.17*A	WA	1	UNATTENDED
26161.5*A	WA	1	ALL/ALL/ALL
26162.*A	WA	1	OCT-APR/M-F/DAWN-DUSK
26162.*A	WA	3	MAY-SEP/ALL/DAWN-DUSK
26162.01*H	WA	1	ALL/MON-FRI/0730-1600
26162.1*A	WA	1	UNATTENDED
26162.11*H	WA	1	UNATTENDED
26163.*A	WA	1	ALL/MON-FRI/0800-1700
26165.*A	WA	1	ALL/MON-FRI/0800-1700
26165.03*H	WA	1	ON CALL
26165.04*A	WA	1	ALL/ALL/ON CALL
26165.05*A	WA	1	UNATTENDED
26167.*A	WA	1	UNATTENDED
26168.1*A	WA	1	ALL/ALL/ALL
26168.8*A	WA	1	ALL/ON CALL/ON CALL
26170.*A	WA	1	UNATTENDED
26172.5*H	WA	1	ALL/ALL/ALL
26172.61*A	WA	1	APR-OCT/ALL/0600-2200
26173.*A	WA	1	UNATTENDED
26174.*A	WA	1	UNATTENDED
26174.01*A	WA	1	ALL/MON-FRI/0800-0001
26174.02*H	WA	1	UNATTENDED
26174.5*H	WA	1	ALL/ALL/ALL
26177.4*A	WA	1	ALL/ALL/ALL
26180.*A	WA	1	UNATTENDED
26180.01*H	WA	1	UNATTENDED
26180.02*H	WA	1	UNATTENDED
26181.*A	WA	1	ALL/ALL/ON CALL
26181.01*A	WA	1	ALL/MON-SAT/0800-1700
26182.8*A	WA	1	UNATTENDED
26182.91*A	WA	1	UNATTENDED
26184.*A	WA	1	APR-OCT/ALL/0800-1700
26184.*A	WA	2	NOV-MAR/ALL/1000-1600
26184.02*A	WA	1	ALL/ALL/ALL
26184.03*A	WA	1	UNATTENDED
26184.04*A	WA	1	UNATTENDED
26184.8*A	WA	1	UNATTENDED
26184.9*H	WA	1	UNATTENDED
26185.*A	WA	1	UNATTENDED
26189.*A	WA	1	UNATTENDED
26190.*A	WA	1	ALL/ALL/0800-1630
26190.01*A	WA	1	UNATTENDED
26190.02*A	WA	1	UNATTENDED
26190.5*H	WA	1	UNATTENDED
26191.1*A	WA	1	ALL/ALL/0800-2000
26191.5*H	WA	1	ALL/ALL/DALGT
26193.1*A	WA	1	UNATTENDED
26195.*A	WA	1	ALL/MON-FRI/0700-1600
26195.01*H	WA	1	ON CALL
26195.03*A	WA	2	UNATTENDED
26195.04*A	WA	1	UNATTENDED
26195.06*A	WA	1	UNATTENDED
26195.1*A	WA	1	UNATTENDED
26196.*A	WA	1	UNATTENDED
26196.01*A	WA	1	UNATTENDED
26196.1*A	WA	1	UNATTENDED
26201.*A	WA	1	ALL/MON-FRI/0900-1700
26201.21*H	WA	1	UNATTENDED
26202.*A	WA	1	ON CALL
26204.*A	WA	1	ALL/MON-FRI/0730-1600
26204.02*H	WA	1	ALL/ALL/ALL
26210.*A	WA	1	NOV-APR/ALL/0700-2100
26210.*A	WA	2	MAY-OCT/ALL/0700-2100
26210.01*H	WA	1	UNATTENDED
26210.02*H	WA	1	ALL/ALL/ON CALL
26210.03*A	WA	1	UNATTENDED
26210.13*A	WA	1	UNATTENDED
26210.14*H	WA	1	ALL/MON-FRI/0800-1630
26210.16*H	WA	1	ALL/ALL/ALL
26210.17*H	WA	1	UNATTENDED
26210.3*A	WA	1	UNATTENDED
26210.95*A	WA	1	UNATTENDED
26211.9*A	WA	1	UNATTENDED
26211.91*A	WA	1	UNATTENDED
26212.5*A	WA	1	UNATTENDED
26213.*A	WA	1	UNATTENDED
26213.01*H	WA	1	UNATTENDED
26216.*A	WA	1	ALL/ALL/ALL
26216.1*H	WA	1	UNATTENDED
26219.1*C	WA	1	UNATTENDED
26219.12*A	WA	1	UNATTENDED
26219.2*A	WA	1	UNATTENDED
26219.3*A	WA	1	UNATTENDED
26219.4*A	WA	1	ALL/MON-FRI/0800-1700
26219.7*A	WA	1	UNATTENDED
26220.77*H	WA	1	ALL/MON-FRI/0800-1700
26220.78*H	WA	1	UNATTENDED
26220.79*H	WA	1	UNATTENDED
26222.*A	WA	1	ALL/ALL/DALGT
26222.02*A	WA	1	UNATTENDED
26222.03*A	WA	1	IRREGULAR
26222.1*A	WA	1	UNATTENDED
26229.*H	WA	1	ALL/ALL/0700-2000
26229.82*H	WA	1	UNATTENDED
26229.821*A	WA	1	UNATTENDED
26229.85*A	WA	1	IRREGULAR
26229.9*A	WA	1	UNATTENDED
26230.*A	WA	1	UNATTENDED
26230.1*H	WA	1	ON CALL
26230.35*A	WA	1	UNATTENDED
26230.45*A	WA	1	UNATTENDED
26230.6*A	WA	1	UNATTENDED
26231.1*A	WA	1	IRREGULAR
26231.2*A	WA	1	UNATTENDED
26235.9*A	WA	1	UNATTENDED
26236.*A	WA	1	UNATTENDED
26238.*A	WA	1	ALL/ALL/0800-1700
26240.*A	WA	1	UNATTENDED
26240.01*H	WA	1	ALL/ALL/ALL
26240.5*A	WA	1	UNATTENDED
26241.01*H	WA	1	UNATTENDED
26241.02*H	WA	1	UNATTENDED
26243.48*A	WA	1	UNATTENDED
26243.49*H	WA	1	UNATTENDED
26243.5*A	WA	1	UNATTENDED
26243.51*A	WA	1	UNATTENDED
26243.52*A	WA	1	UNATTENDED
26243.8*A	WA	1	UNATTENDED
26245.9*U	WA	1	UNATTENDED
26246.*A	WA	3	ALL/ALL/0800-1700
26246.5*A	WA	1	IRREGULAR
26248.*C	WA	1	ALL/ALL/DAWN-DUSK
26249.1*H	WA	1	UNATTENDED
26249.12*A	WA	1	UNATTENDED
26252.1*A	WA	1	ALL/ALL/0900-1700
26252.12*H	WA	1	UNATTENDED
26253.*A	WA	1	UNATTENDED
26254.5*H	WA	1	ALL/ALL/ALL
26254.8*A	WA	1	UNATTENDED
26255.*H	WA	1	UNATTENDED
26257.*A	WA	1	ALL/ALL/ALL
26260.8*A	WA	1	UNATTENDED
26260.9*A	WA	1	UNATTENDED
26261.*A	WA	1	UNATTENDED
26265.02*C	WA	2	UNATTENDED
26265.1*A	WA	1	UNATTENDED
26265.11*H	WA	1	UNATTENDED
26266.2*A	WA	1	UNATTENDED
26267.4*A	WA	1	UNATTENDED
26269.1*A	WA	1	UNATTENDED
26269.11*U	WA	1	UNATTENDED
26271.*U	WA	1	UNATTENDED
26273.*A	WA	1	UNATTENDED
26273.61*A	WA	1	UNATTENDED
26274.*H	WA	1	ALL/ALL/ALL
26274.3*A	WA	1	ALL/ALL/ON CALL
26274.51*H	WA	2	UNATTENDED
26274.7*A	WA	1	UNATTENDED
26274.71*C	WA	1	UNATTENDED
26274.72*A	WA	1	ALL/ALL/ALL
26275.*A	WA	1	UNATTENDED
26278.*H	WA	1	ALL/ALL/ALL
26278.1*A	WA	1	UNATTENDED
26279.*H	WA	1	UNATTENDED
26282.*A	WA	1	UNATTENDED
26287.71*H	WA	1	UNATTENDED
26290.9*A	WA	1	UNATTENDED
26290.91*A	WA	1	UNATTENDED
26290.92*A	WA	1	UNATTENDED
26291.6*A	WA	1	UNATTENDED
26293.*A	WA	1	ALL/ALL/ALL
26293.4*A	WA	1	UNATTENDED
26293.41*H	WA	1	ALL/ALL/ALL
26293.7*A	WA	1	UNATTENDED
26294.02*A	WA	1	ALL/ALL/DALGT
26294.03*A	WA	1	UNATTENDED
26294.1*A	WA	1	ALL/ALL/ALL
26300.*A	WA	1	UNATTENDED
26300.01*H	WA	1	UNATTENDED
26300.02*H	WA	1	UNATTENDED
26304.21*A	WA	1	OCT-MAR/ALL/0900-DARK
26304.21*A	WA	2	APR-SEP/ALL/0900-1900
26304.22*A	WA	1	ALL/ALL/ALL
26304.8*A	WA	1	UNATTENDED
26305.*A	WA	1	UNATTENDED
26307.*A	WA	1	ALL/ALL/ALL
26307.01*H	WA	1	UNATTENDED
26310.*H	WA	1	UNATTENDED
26310.1*A	WA	1	ALL/ALL/0800-1630
26310.74*H	WA	1	ALL/ALL/ALL
